Age,Education,Education Yrs,Marital Status,Employer,Occupation,Relationship Status,Sex,Capital Gain,Capital Loss,Hours per Week,Native Country,Salary
55, 11th,7, Never-married, Private, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,49996
35, Bachelors,13, Never-married, Private, Other-service, Not-in-family, Female,0,0,45, United-States,187112
36, Assoc-voc,11, Married-civ-spouse, Private, Handlers-cleaners, Husband, Male,0,0,38, United-States,180859
29, Some-college,10, Never-married, Private, Tech-support, Own-child, Male,0,0,60, United-States,185647
30, Bachelors,13, Married-civ-spouse, Private, Other-service, Wife, Female,0,0,40, United-States,316606
45, 11th,7, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, ?,274657
39, Bachelors,13, Divorced, Federal-gov, Prof-specialty, Unmarried, Female,5455,0,60, United-States,193583
18, HS-grad,9, Never-married, Private, Other-service, Own-child, Male,0,0,20, United-States,338836
28, HS-grad,9, Married-civ-spouse, Private, Transport-moving, Husband, Male,0,0,40, United-States,216814
27, Bachelors,13, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,45, United-States,106935
38, HS-grad,9, Never-married, Private, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,223433
33, HS-grad,9, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, United-States,174789
25, HS-grad,9, Married-civ-spouse, Private, Transport-moving, Husband, Male,0,0,40, United-States,135603
25, HS-grad,9, Married-civ-spouse, ?, ?, Wife, Female,0,0,4, United-States,344719
38, 11th,7, Never-married, Private, Other-service, Own-child, Female,0,0,40, United-States,372484
23, Some-college,10, Never-married, Private, Farming-fishing, Unmarried, Male,0,0,45, United-States,181820
40, Assoc-voc,11, Divorced, Private, Prof-specialty, Unmarried, Male,0,0,40, United-States,235371
36, HS-grad,9, Married-civ-spouse, Self-emp-inc, Exec-managerial, Husband, Male,99999,0,50, ?,216711
20, Some-college,10, Never-married, Private, Sales, Own-child, Female,0,0,20, United-States,299399
41, HS-grad,9, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,48, United-States,202508
44, Some-college,10, Separated, Private, Adm-clerical, Unmarried, Female,0,0,38, United-States,172025
49, Bachelors,13, Married-civ-spouse, Self-emp-inc, Adm-clerical, Husband, Male,0,0,40, United-States,246891
22, Assoc-acdm,12, Never-married, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,450920
26, Some-college,10, Never-married, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,53598
47, Assoc-acdm,12, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, United-States,103757
48, HS-grad,9, Widowed, Private, Other-service, Unmarried, Female,0,0,25, United-States,76017
28, HS-grad,9, Never-married, Self-emp-inc, Exec-managerial, Own-child, Male,0,0,40, United-States,80158
37, Some-college,10, Separated, Federal-gov, Exec-managerial, Not-in-family, Male,8614,0,55, United-States,90881
44, Bachelors,13, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,40, United-States,427952
20, 12th,8, Never-married, ?, ?, Not-in-family, Female,0,0,35, United-States,230955
53, Bachelors,13, Married-civ-spouse, Private, Adm-clerical, Husband, Male,7298,0,40, United-States,177916
36, Masters,14, Never-married, Private, Exec-managerial, Not-in-family, Male,0,0,15, United-States,342642
77, 7th-8th,4, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,30, United-States,253642
21, HS-grad,9, Never-married, Private, Other-service, Own-child, Male,0,0,35, United-States,219086
24, Bachelors,13, Never-married, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,162593
30, Assoc-acdm,12, Never-married, Private, Tech-support, Not-in-family, Female,0,0,40, United-States,87561
51, Assoc-voc,11, Divorced, Local-gov, Adm-clerical, Unmarried, Female,0,0,50, United-States,142411
22, Some-college,10, Divorced, Private, Sales, Own-child, Female,0,0,30, Philippines,154422
23, Some-college,10, Never-married, Private, Sales, Own-child, Male,0,0,25, United-States,169104
47, Doctorate,16, Married-civ-spouse, Private, Exec-managerial, Husband, Male,99999,0,50, United-States,193047
17, 12th,8, Never-married, Private, Sales, Own-child, Male,0,0,20, United-States,151141
48, Bachelors,13, Never-married, Private, Other-service, Not-in-family, Male,0,0,50, Mexico,267912
43, Some-college,10, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,40, United-States,137126
34, 12th,8, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, Guatemala,152453
19, HS-grad,9, Never-married, Private, Adm-clerical, Own-child, Female,0,0,35, United-States,357059
42, Some-college,10, Never-married, State-gov, Exec-managerial, Not-in-family, Female,0,0,40, United-States,202011
23, Bachelors,13, Never-married, Private, Exec-managerial, Own-child, Male,0,0,40, United-States,98283
61, Prof-school,15, Married-civ-spouse, Self-emp-not-inc, Prof-specialty, Husband, Male,0,0,50, United-States,176965
63, 11th,7, Married-civ-spouse, Private, Other-service, Husband, Male,0,0,30, United-States,187919
65, HS-grad,9, Widowed, Private, Sales, Unmarried, Female,0,0,40, United-States,274916
37, Assoc-voc,11, Married-civ-spouse, Private, Adm-clerical, Husband, Male,7298,0,40, United-States,105813
41, Assoc-acdm,12, Married-civ-spouse, Local-gov, Tech-support, Husband, Male,0,0,40, United-States,193524
35, Some-college,10, Married-civ-spouse, Private, Protective-serv, Husband, Male,0,0,40, ?,152734
21, HS-grad,9, Divorced, Private, Sales, Other-relative, Female,0,0,40, United-States,263641
48, Bachelors,13, Never-married, Local-gov, Adm-clerical, Unmarried, Female,0,0,35, United-States,102076
51, Some-college,10, Married-civ-spouse, State-gov, Sales, Husband, Male,0,1887,40, United-States,155594
43, Bachelors,13, Married-civ-spouse, Private, Sales, Husband, Male,0,0,55, United-States,33331
22, Some-college,10, Never-married, State-gov, Prof-specialty, Not-in-family, Male,0,0,15, ?,156773
56, Some-college,10, Married-civ-spouse, Self-emp-not-inc, Craft-repair, Husband, Male,0,0,60, United-States,115439
47, HS-grad,9, Divorced, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,181652
26, Bachelors,13, Never-married, Private, Adm-clerical, Own-child, Male,0,0,24, United-States,120268
39, Some-college,10, Married-civ-spouse, Private, Other-service, Wife, Female,0,0,24, United-States,196308
45, Some-college,10, Never-married, Self-emp-not-inc, Farming-fishing, Own-child, Male,0,0,75, United-States,40690
49, HS-grad,9, Divorced, Private, Other-service, Unmarried, Male,0,0,40, Columbia,228583
23, HS-grad,9, Never-married, Private, Handlers-cleaners, Not-in-family, Male,0,0,30, United-States,695136
69, HS-grad,9, Married-civ-spouse, Private, Adm-clerical, Husband, Male,0,0,36, United-States,209236
41, Masters,14, Married-civ-spouse, Federal-gov, Exec-managerial, Husband, Male,0,0,60, United-States,214838
40, HS-grad,9, Separated, Self-emp-not-inc, Exec-managerial, Other-relative, Male,0,0,40, United-States,188436
25, HS-grad,9, Never-married, Private, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,177625
52, HS-grad,9, Never-married, Private, Handlers-cleaners, Unmarried, Male,0,0,40, United-States,124591
28, Some-college,10, Never-married, Private, Prof-specialty, Not-in-family, Female,3325,0,50, United-States,230856
50, Assoc-acdm,12, Married-civ-spouse, Federal-gov, Craft-repair, Husband, Male,0,0,40, United-States,221532
21, Assoc-voc,11, Never-married, Private, Tech-support, Own-child, Female,0,0,30, United-States,232577
48, Some-college,10, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, United-States,168216
27, Prof-school,15, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,42, United-States,214702
63, HS-grad,9, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,30, United-States,237620
47, Doctorate,16, Married-civ-spouse, State-gov, Prof-specialty, Husband, Male,0,0,40, United-States,54887
37, Doctorate,16, Never-married, Self-emp-not-inc, Prof-specialty, Not-in-family, Male,14084,0,45, United-States,164526
28, Some-college,10, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, ?,224506
58, HS-grad,9, Divorced, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,183870
41, Some-college,10, Married-civ-spouse, Private, Sales, Husband, Male,0,0,51, United-States,208330
67, Some-college,10, Married-civ-spouse, Self-emp-inc, Sales, Husband, Male,0,0,40, United-States,168370
62, HS-grad,9, Married-civ-spouse, Self-emp-not-inc, Sales, Wife, Female,0,0,48, United-States,320376
28, Some-college,10, Married-civ-spouse, Private, Handlers-cleaners, Husband, Male,0,0,40, United-States,192384
26, 12th,8, Never-married, Private, Handlers-cleaners, Own-child, Male,0,0,40, United-States,167350
46, Prof-school,15, Married-civ-spouse, Self-emp-not-inc, Prof-specialty, Husband, Male,0,0,65, United-States,103538
29, HS-grad,9, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, United-States,58522
39, Bachelors,13, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, Philippines,191342
25, Masters,14, Never-married, Private, Prof-specialty, Own-child, Female,0,0,35, United-States,193820
20, Some-college,10, Never-married, Private, Sales, Not-in-family, Female,0,0,35, United-States,258490
21, Some-college,10, Never-married, Private, Adm-clerical, Own-child, Male,0,0,40, United-States,56520
25, Bachelors,13, Never-married, Private, Prof-specialty, Not-in-family, Male,0,0,50, United-States,102476
44, Prof-school,15, Married-civ-spouse, Self-emp-inc, Prof-specialty, Husband, Male,0,0,50, United-States,311357
37, HS-grad,9, Never-married, Private, Adm-clerical, Own-child, Male,0,0,38, United-States,166497
50, Masters,14, Married-civ-spouse, Private, Exec-managerial, Husband, Male,7298,0,40, Philippines,160724
29, HS-grad,9, Separated, Private, Adm-clerical, Unmarried, Female,0,0,40, United-States,338270
18, Some-college,10, Never-married, Private, Sales, Own-child, Female,0,0,21, United-States,282394
32, Bachelors,13, Never-married, Private, Exec-managerial, Unmarried, Female,0,0,40, United-States,383269
58, Assoc-voc,11, Divorced, Private, Adm-clerical, Not-in-family, Female,0,0,60, United-States,119386
50, HS-grad,9, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, United-States,196975
29, Some-college,10, Never-married, Private, Other-service, Not-in-family, Female,0,0,18, United-States,334221
58, HS-grad,9, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,60, United-States,27385
29, Some-college,10, Never-married, State-gov, Other-service, Own-child, Female,0,0,40, United-States,133846
36, HS-grad,9, Married-civ-spouse, Private, Transport-moving, Husband, Male,0,0,45, United-States,361888
21, HS-grad,9, Never-married, Private, Craft-repair, Not-in-family, Male,0,0,35, United-States,230429
49, HS-grad,9, Divorced, Private, Exec-managerial, Unmarried, Female,0,0,40, United-States,328776
60, Masters,14, Divorced, Private, Prof-specialty, Not-in-family, Female,0,0,50, United-States,243829
39, Some-college,10, Married-civ-spouse, Private, Sales, Husband, Male,3103,0,50, United-States,306646
50, Assoc-acdm,12, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,1902,40, United-States,138179
30, Some-college,10, Never-married, Private, Sales, Not-in-family, Female,0,0,48, United-States,280069
55, HS-grad,9, Divorced, Private, Other-service, Not-in-family, Male,0,0,40, ?,305759
64, HS-grad,9, Divorced, Local-gov, Transport-moving, Unmarried, Male,0,0,20, United-States,164876
29, Assoc-acdm,12, Never-married, Self-emp-inc, Prof-specialty, Other-relative, Female,0,0,40, United-States,138597
40, Bachelors,13, Married-civ-spouse, Private, Exec-managerial, Husband, Male,7298,0,40, United-States,111483
42, HS-grad,9, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,50, United-States,144778
55, HS-grad,9, Widowed, Private, Sales, Unmarried, Female,0,0,40, United-States,171015
43, HS-grad,9, Divorced, Private, Transport-moving, Not-in-family, Male,0,0,45, United-States,112494
28, 12th,8, Never-married, Private, Sales, Not-in-family, Male,0,0,40, United-States,408473
46, Assoc-acdm,12, Married-civ-spouse, State-gov, Tech-support, Husband, Male,0,0,38, United-States,27802
34, HS-grad,9, Never-married, Private, Machine-op-inspct, Unmarried, Male,0,0,40, United-States,236318
47, Masters,14, Married-civ-spouse, Private, Adm-clerical, Wife, Female,7688,0,38, United-States,121836
43, Masters,14, Never-married, Self-emp-not-inc, Exec-managerial, Not-in-family, Female,0,0,40, United-States,315971
24, Some-college,10, Never-married, Private, Adm-clerical, Own-child, Female,0,0,25, United-States,698418
21, 11th,7, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, Mexico,329530
65, Bachelors,13, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, England,194456
20, Some-college,10, Never-married, Private, Other-service, Not-in-family, Male,0,0,40, United-States,282579
31, Masters,14, Divorced, State-gov, Adm-clerical, Not-in-family, Female,0,0,25, United-States,26401
38, HS-grad,9, Married-civ-spouse, State-gov, Adm-clerical, Husband, Male,3464,0,40, United-States,364958
22, Some-college,10, Never-married, Private, Sales, Not-in-family, Male,0,0,40, United-States,83998
20, Some-college,10, Never-married, Private, Prof-specialty, Not-in-family, Female,0,0,20, United-States,94364
44, Some-college,10, Married-civ-spouse, Private, Sales, Husband, Male,0,0,60, United-States,174189
44, Masters,14, Married-civ-spouse, Local-gov, Prof-specialty, Wife, Female,0,0,40, United-States,101967
41, Doctorate,16, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,60, United-States,146908
38, HS-grad,9, Divorced, Private, Craft-repair, Not-in-family, Male,0,2205,40, United-States,126675
21, Some-college,10, Never-married, Private, Other-service, Own-child, Female,0,0,25, Germany,31606
24, Some-college,10, Married-spouse-absent, Private, Sales, Unmarried, Female,0,0,30, Ecuador,132327
24, Masters,14, Never-married, Private, Prof-specialty, Not-in-family, Female,0,0,45, United-States,112459
28, HS-grad,9, Married-civ-spouse, Private, Adm-clerical, Own-child, Female,0,0,40, United-States,48894
39, Bachelors,13, Never-married, Private, Exec-managerial, Not-in-family, Female,0,0,35, United-States,181943
48, Some-college,10, Divorced, Private, Craft-repair, Not-in-family, Male,3325,0,40, United-States,247685
24, HS-grad,9, Never-married, Local-gov, Protective-serv, Not-in-family, Male,0,0,40, United-States,195808
50, HS-grad,9, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,35, South,172052
50, Some-college,10, Married-civ-spouse, Local-gov, Craft-repair, Husband, Male,4064,0,55, United-States,50178
68, Some-college,10, Married-civ-spouse, Private, Adm-clerical, Husband, Male,0,0,40, United-States,351711
31, Masters,14, Married-civ-spouse, State-gov, Prof-specialty, Husband, Male,0,0,50, United-States,190305
22, 1st-4th,2, Never-married, Private, Craft-repair, Not-in-family, Male,0,0,40, Guatemala,464103
18, Some-college,10, Never-married, ?, ?, Own-child, Male,0,0,48, United-States,36348
25, HS-grad,9, Married-spouse-absent, Private, Machine-op-inspct, Not-in-family, Male,0,0,40, Poland,120238
28, Some-college,10, Never-married, Private, Sales, Not-in-family, Female,0,0,40, United-States,354095
17, 11th,7, Never-married, Local-gov, Adm-clerical, Own-child, Female,0,0,15, United-States,308901
24, Doctorate,16, Never-married, State-gov, Prof-specialty, Not-in-family, Female,0,0,99, England,208826
20, 10th,6, Separated, Private, Sales, Not-in-family, Female,0,0,36, United-States,369677
45, Assoc-acdm,12, Married-civ-spouse, Federal-gov, Adm-clerical, Husband, Male,0,0,40, United-States,98524
44, Some-college,10, Married-spouse-absent, Private, Craft-repair, Unmarried, Female,1506,0,45, United-States,239723
57, 7th-8th,4, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, United-States,231232
33, Bachelors,13, Married-civ-spouse, Private, Sales, Husband, Male,0,1902,55, United-States,236396
24, Bachelors,13, Never-married, ?, ?, Own-child, Male,0,0,40, United-States,119156
22, Some-college,10, Never-married, Private, Protective-serv, Own-child, Male,0,0,24, India,320451
41, HS-grad,9, Divorced, Private, Other-service, Not-in-family, Female,0,0,40, United-States,38397
51, Bachelors,13, Married-civ-spouse, Self-emp-inc, Exec-managerial, Husband, Male,0,0,40, United-States,189183
46, Bachelors,13, Separated, Local-gov, Prof-specialty, Unmarried, Male,0,0,40, United-States,199281
52, HS-grad,9, Divorced, Private, Machine-op-inspct, Not-in-family, Female,0,0,38, United-States,286342
50, Bachelors,13, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, United-States,152810
26, Bachelors,13, Never-married, Self-emp-inc, Adm-clerical, Own-child, Female,0,0,50, United-States,176981
17, 10th,6, Never-married, Private, Sales, Other-relative, Female,0,0,12, United-States,117549
64, Some-college,10, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,40, United-States,254797
51, HS-grad,9, Married-civ-spouse, Private, Tech-support, Husband, Male,0,0,40, United-States,133336
28, HS-grad,9, Married-civ-spouse, Self-emp-not-inc, Prof-specialty, Husband, Male,0,0,35, United-States,182826
51, Bachelors,13, Divorced, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,136224
39, Bachelors,13, Divorced, Self-emp-not-inc, Adm-clerical, Not-in-family, Male,0,1762,40, United-States,134475
48, Some-college,10, Divorced, Private, Other-service, Unmarried, Female,0,0,32, United-States,272778
44, Some-college,10, Married-civ-spouse, Private, Other-service, Own-child, Female,0,0,40, United-States,279183
47, 11th,7, Married-civ-spouse, Private, Other-service, Husband, Male,0,0,40, United-States,110243
52, HS-grad,9, Widowed, Private, Craft-repair, Own-child, Female,0,0,40, United-States,202071
58, Some-college,10, Never-married, Private, Adm-clerical, Not-in-family, Female,0,0,39, United-States,197642
19, 11th,7, Never-married, Private, Other-service, Not-in-family, Female,0,0,40, United-States,125591
40, Bachelors,13, Married-civ-spouse, Private, Tech-support, Husband, Male,0,0,40, United-States,197462
23, Some-college,10, Never-married, Private, Adm-clerical, Own-child, Male,0,0,40, United-States,238831
31, Bachelors,13, Married-civ-spouse, Private, Other-service, Husband, Male,0,0,40, Yugoslavia,182177
40, Assoc-acdm,12, Married-civ-spouse, Local-gov, Exec-managerial, Husband, Male,0,0,40, United-States,240504
48, Some-college,10, Married-civ-spouse, Self-emp-inc, Sales, Husband, Male,0,0,38, United-States,125892
46, Masters,14, Divorced, Private, Exec-managerial, Not-in-family, Female,0,0,50, United-States,154430
32, HS-grad,9, Married-civ-spouse, Private, Handlers-cleaners, Wife, Female,3908,0,40, United-States,207685
50, HS-grad,9, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, United-States,222020
18, HS-grad,9, Never-married, Private, Machine-op-inspct, Not-in-family, Male,0,0,37, United-States,243240
26, Masters,14, Never-married, Private, Exec-managerial, Not-in-family, Female,0,0,30, United-States,158734
36, Bachelors,13, Never-married, Private, Sales, Not-in-family, Female,0,0,20, United-States,257691
26, Assoc-voc,11, Divorced, Private, Sales, Own-child, Female,594,0,35, United-States,144483
19, Some-college,10, Never-married, Private, Sales, Own-child, Female,0,0,15, United-States,209826
53, Assoc-acdm,12, Married-civ-spouse, Private, Exec-managerial, Husband, Male,15024,0,40, United-States,30244
54, Some-college,10, Never-married, Private, Sales, Not-in-family, Male,0,0,41, United-States,133050
29, Some-college,10, Married-civ-spouse, Private, Adm-clerical, Own-child, Female,0,0,6, United-States,138332
81, Masters,14, Widowed, Private, Prof-specialty, Unmarried, Male,0,0,60, ?,201398
37, Masters,14, Never-married, Private, Prof-specialty, Not-in-family, Female,0,0,38, United-States,526968
40, Assoc-voc,11, Divorced, Private, Transport-moving, Not-in-family, Male,0,0,50, United-States,79036
36, Some-college,10, Widowed, Private, Adm-clerical, Unmarried, Female,0,0,40, United-States,240323
18, 12th,8, Never-married, Private, Adm-clerical, Own-child, Female,0,0,30, United-States,270544
44, 11th,7, Separated, State-gov, Tech-support, Not-in-family, Male,0,0,40, United-States,199551
36, HS-grad,9, Separated, Private, Other-service, Unmarried, Female,0,0,35, United-States,231052
69, Doctorate,16, Married-civ-spouse, State-gov, Prof-specialty, Husband, Male,0,0,50, United-States,203072
17, 12th,8, Never-married, Private, Prof-specialty, Own-child, Male,0,0,7, United-States,126771
38, Assoc-voc,11, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, United-States,31848
27, HS-grad,9, Never-married, Private, Machine-op-inspct, Unmarried, Male,0,0,40, United-States,328981
52, Assoc-acdm,12, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,40, United-States,159670
24, Assoc-acdm,12, Never-married, Private, Sales, Not-in-family, Male,0,0,35, United-States,450695
57, Bachelors,13, Married-civ-spouse, Private, Exec-managerial, Wife, Female,0,0,40, United-States,182028
19, 10th,6, Never-married, Private, Machine-op-inspct, Own-child, Female,0,0,40, United-States,349620
38, HS-grad,9, Divorced, Private, Craft-repair, Not-in-family, Male,0,0,50, United-States,161066
46, 7th-8th,4, Married-spouse-absent, Private, Priv-house-serv, Unmarried, Female,0,1594,24, Guatemala,213611
21, HS-grad,9, Married-civ-spouse, Private, Prof-specialty, Own-child, Male,0,0,40, Mexico,548303
29, Some-college,10, Never-married, Private, Adm-clerical, Not-in-family, Female,0,0,40, Japan,150861
33, Some-college,10, Divorced, ?, ?, Not-in-family, Female,0,0,40, United-States,335625
26, HS-grad,9, Married-civ-spouse, Private, Farming-fishing, Husband, Male,0,0,70, United-States,133766
28, HS-grad,9, Separated, Private, Farming-fishing, Not-in-family, Male,0,0,55, United-States,200511
26, Some-college,10, Married-civ-spouse, Private, Sales, Wife, Female,0,0,40, United-States,50103
37, Prof-school,15, Married-civ-spouse, ?, ?, Husband, Male,0,0,6, Mexico,148266
49, Bachelors,13, Married-civ-spouse, Private, Other-service, Husband, Male,0,0,40, United-States,177211
28, Bachelors,13, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,55, United-States,132686
57, Some-college,10, Divorced, Federal-gov, Other-service, Not-in-family, Male,0,0,40, United-States,21626
60, 7th-8th,4, Married-civ-spouse, Private, Transport-moving, Husband, Male,0,0,40, United-States,52900
20, HS-grad,9, Never-married, ?, ?, Own-child, Male,0,0,25, United-States,150084
38, HS-grad,9, Married-civ-spouse, Private, Adm-clerical, Husband, Male,0,0,42, United-States,248886
51, HS-grad,9, Married-civ-spouse, Self-emp-not-inc, Craft-repair, Husband, Male,3137,0,60, United-States,118259
60, Some-college,10, Divorced, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,145493
37, Bachelors,13, Married-civ-spouse, Private, Exec-managerial, Other-relative, Male,3411,0,47, United-States,219546
44, HS-grad,9, Never-married, Federal-gov, Craft-repair, Own-child, Female,0,0,40, United-States,399155
19, Some-college,10, Never-married, Self-emp-not-inc, Other-service, Own-child, Female,0,0,25, United-States,227310
59, Masters,14, Married-civ-spouse, Private, Craft-repair, Wife, Female,0,0,35, Philippines,333270
50, HS-grad,9, Married-civ-spouse, Private, Other-service, Husband, Male,0,0,40, United-States,231495
35, Bachelors,13, Married-civ-spouse, Federal-gov, Craft-repair, Husband, Male,0,0,40, United-States,133935
46, Some-college,10, Divorced, Federal-gov, Machine-op-inspct, Unmarried, Male,0,0,40, United-States,55237
18, Some-college,10, Never-married, Private, Sales, Own-child, Male,0,0,35, United-States,183034
32, 5th-6th,3, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,40, Mexico,245487
32, Assoc-voc,11, Divorced, Private, Other-service, Unmarried, Female,0,0,40, United-States,185480
39, HS-grad,9, Married-civ-spouse, Private, Craft-repair, Husband, Male,0,0,40, United-States,114251
25, HS-grad,9, Never-married, Private, Craft-repair, Other-relative, Female,0,0,40, United-States,181814
30, Masters,14, Married-civ-spouse, Private, Exec-managerial, Husband, Male,15024,0,60, United-States,340917
37, Bachelors,13, Married-civ-spouse, Private, Tech-support, Husband, Male,0,1977,40, United-States,241998
38, Some-college,10, Married-civ-spouse, Self-emp-inc, Exec-managerial, Husband, Male,0,0,80, United-States,125324
36, Assoc-acdm,12, Divorced, Private, Other-service, Unmarried, Female,0,0,37, United-States,34744
56, Some-college,10, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, United-States,131608
35, Bachelors,13, Widowed, Federal-gov, Adm-clerical, Not-in-family, Male,0,0,40, United-States,226916
56, HS-grad,9, Divorced, Private, Adm-clerical, Not-in-family, Male,0,0,41, United-States,124137
17, 10th,6, Never-married, Private, Other-service, Own-child, Male,0,0,14, United-States,96282
46, Masters,14, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,1977,45, United-States,337050
56, HS-grad,9, Divorced, Private, Adm-clerical, Not-in-family, Female,0,0,40, United-States,229335
61, 12th,8, Married-civ-spouse, State-gov, Craft-repair, Husband, Male,0,0,40, United-States,199495
25, Some-college,10, Married-civ-spouse, Private, Sales, Husband, Male,0,0,43, United-States,111675
27, HS-grad,9, Never-married, Private, Machine-op-inspct, Unmarried, Female,0,0,40, United-States,139209
50, HS-grad,9, Married-civ-spouse, Self-emp-not-inc, Farming-fishing, Husband, Male,0,0,30, United-States,32372
33, Assoc-voc,11, Married-civ-spouse, Self-emp-not-inc, Farming-fishing, Husband, Male,0,0,62, United-States,203784
33, Assoc-voc,11, Married-civ-spouse, Private, Craft-repair, Husband, Male,7298,0,40, United-States,164190
38, Some-college,10, Never-married, Private, Farming-fishing, Unmarried, Male,0,0,60, United-States,64875
51, 11th,7, Married-civ-spouse, Private, Machine-op-inspct, Husband, Male,0,0,40, United-States,41806
27, Assoc-acdm,12, Never-married, Private, Sales, Not-in-family, Male,0,0,42, United-States,208725
49, Masters,14, Widowed, Local-gov, Prof-specialty, Unmarried, Female,0,0,16, United-States,79019
26, HS-grad,9, Separated, Private, Machine-op-inspct, Unmarried, Female,0,0,40, United-States,136951
42, Masters,14, Married-civ-spouse, Private, Exec-managerial, Husband, Male,0,0,60, United-States,203554
37, Bachelors,13, Never-married, Private, Machine-op-inspct, Not-in-family, Male,0,1719,32, United-States,252947
38, Some-college,10, Never-married, Private, Adm-clerical, Own-child, Female,0,0,40, United-States,170861
48, HS-grad,9, Married-civ-spouse, Private, Other-service, Husband, Male,0,0,40, Mexico,199590
41, Bachelors,13, Divorced, Private, Tech-support, Unmarried, Male,7430,0,45, ?,529216
33, HS-grad,9, Married-civ-spouse, Private, Exec-managerial, Husband, Male,4386,0,60, United-States,195576
30, HS-grad,9, Never-married, Private, Other-service, Not-in-family, Male,0,0,40, Ireland,182177
25, Bachelors,13, Never-married, State-gov, Prof-specialty, Not-in-family, Female,0,0,50, United-States,183678
50, Bachelors,13, Married-civ-spouse, Private, Sales, Husband, Male,0,0,40, United-States,209320
54, HS-grad,9, Married-civ-spouse, Self-emp-inc, Exec-managerial, Husband, Male,0,0,36, United-States,206862
37, 11th,7, Divorced, Private, Craft-repair, Not-in-family, Male,0,0,40, United-States,168941
59, Bachelors,13, Married-civ-spouse, Self-emp-not-inc, Sales, Husband, Male,15024,0,55, United-States,201263
17, 10th,6, Never-married, Private, Sales, Own-child, Female,0,0,24, United-States,75333
65, 11th,7, Married-civ-spouse, ?, ?, Husband, Male,1797,0,40, United-States,299494
56, HS-grad,9, Widowed, Self-emp-not-inc, Adm-clerical, Unmarried, Female,99999,0,40, United-States,163212
57, HS-grad,9, Divorced, Private, Other-service, Not-in-family, Male,0,0,38, United-States,139290
33, 10th,6, Never-married, Private, Other-service, Own-child, Male,0,0,20, United-States,400416
41, Masters,14, Married-civ-spouse, Self-emp-not-inc, Craft-repair, Husband, Male,0,0,65, United-States,223763
45, Bachelors,13, Widowed, Private, Other-service, Own-child, Female,0,0,40, Philippines,77927
50, HS-grad,9, Married-civ-spouse, Private, Sales, Husband, Male,0,0,48, United-States,175804
18, HS-grad,9, Never-married, Private, Sales, Other-relative, Male,0,0,25, United-States,91525
19, Some-college,10, Never-married, Private, Adm-clerical, Own-child, Female,0,0,20, United-States,279968
26, Some-college,10, Married-civ-spouse, Private, Prof-specialty, Wife, Female,0,0,40, United-States,77698
61, Assoc-acdm,12, Married-civ-spouse, ?, ?, Husband, Male,0,0,2, United-States,198686
67, 11th,7, Married-civ-spouse, ?, ?, Husband, Male,0,0,40, United-States,190340
41, Some-college,10, Married-civ-spouse, Private, Prof-specialty, Husband, Male,0,0,40, United-States,113491
